Score	ORR	ORR025	ORR975
0.49	0.2576857918046366	0.21307163415414135	0.30156870756851895
0.5	0.25337538782753866	0.21089111998004492	0.29670905093671646
0.51	0.2697451392169986	0.22524460888497227	0.3145802216538789
0.52	0.2745067303320616	0.22969120662619114	0.32276677881297444
0.53	0.2848502020532114	0.24035276760108085	0.3380291693341869
0.54	0.2764192489782251	0.2289137742191336	0.3294288977727013
0.55	0.30928387657629164	0.25622775800711745	0.36148841227220707
0.56	0.32753634756695066	0.2700411392405063	0.38268498511159715
0.57	0.3250222312273971	0.2651319226750261	0.3826750056407942
0.58	0.34032233567513254	0.28033351252998095	0.3974039210712279
0.59	0.38741896511648793	0.32207115800865804	0.45
0.6	0.40059423539932093	0.3333333333333333	0.469400049176297
0.61	0.40329956318551613	0.3352592945349448	0.476532507739938
0.62	0.4127868670788611	0.33774412620744926	0.4873495858727926
0.63	0.43902297219061404	0.36363636363636365	0.5130001755001755
0.64	0.48127009855403685	0.39857226107226107	0.5571455834242094
0.65	0.46907110300092225	0.386353668261563	0.5492008196721312
0.66	0.5044550721964902	0.4166666666666667	0.590182563338301
0.67	0.5145826889499033	0.4219819085998457	0.6016949152542372
0.68	0.537006914054844	0.44438596491228066	0.6264005602240896
0.69	0.5071372515233474	0.41379310344827586	0.6048493208828523
0.7	0.5078424251792251	0.4099880952380952	0.6046609341410982
0.71	0.5030561360355339	0.4044830325729202	0.5978288883908561
0.72	0.5411971167492144	0.4418604651162791	0.6407898902490503
0.73	0.5409870435615866	0.44640916149068327	0.6355352591333899
0.74	0.543266007756401	0.4489795918367347	0.6381003039513677
0.75	0.5637466538786989	0.4615168539325843	0.6626041666666665
0.76	0.5808137425668871	0.4782229524772498	0.6857356076759061
0.77	0.5703088784632109	0.4642575187969925	0.6769871794871795
0.78	0.5312289564554005	0.41855620155038764	0.640015625
0.79	0.5422398084723654	0.4225352112676056	0.6617746422893481
0.8	0.546850678524121	0.4218544407894737	0.6739402173913043
0.81	0.5987352108902338	0.474989406779661	0.7169811320754716
0.82	0.5834350270675941	0.44997448979591836	0.7142857142857143
0.83	0.62524856193627	0.4897959183673469	0.7560975609756098
0.84	0.6404548748618267	0.48887596899224806	0.7778455284552845
0.85	0.6616460110797616	0.5208125	0.7954661410018552
0.86	0.6371090197426815	0.5	0.7800652173913043
0.87	0.7034096995477352	0.5713736263736263	0.8302672955974842
0.88	0.748629868681443	0.6181439393939394	0.869585346215781
0.89	0.7697346468574672	0.6363636363636364	0.8868448637316562
0.9	0.7948653247753511	0.6666666666666666	0.9130434782608695
0.91	0.8118771171305329	0.6756756756756757	0.926829268292683
0.92	0.8691509948595116	0.7390732265446224	0.967741935483871
0.93	0.8426848495757849	0.6840311004784689	0.9629629629629629
0.94	0.8720494056217842	0.7142857142857143	1.0
0.95	0.8855919648045983	0.7142857142857143	1.0
0.96	1.0	1.0	1.0
0.97	1.0	1.0	1.0
0.98	1.0	1.0	1.0
0.99	1.0	1.0	1.0
1.0	1.0	1.0	1.0
