Score	ORR	ORR025	ORR975
0.48	0.2433339207119655	0.18567669172932333	0.30044895682014355
0.49	0.2638027208680266	0.20105687165988673	0.3295485764235764
0.5	0.28745833348994493	0.22220558882235528	0.3529574260643484
0.51	0.30199919070963277	0.23312447713329615	0.37081004764986175
0.52	0.3420085575444913	0.27268875192604003	0.41574170292914203
0.53	0.3416094226535074	0.2702635135135135	0.4161970134874759
0.54	0.34156880630451625	0.2736713735558408	0.41304347826086957
0.55	0.3750714509281588	0.3038992869875223	0.4439159891598916
0.56	0.4007490192968304	0.3315485489394941	0.4660355987055016
0.57	0.411200004029344	0.34111363731612254	0.4766367246138202
0.58	0.4056144397904707	0.3394474656482212	0.47085849526656703
0.59	0.4076824793080561	0.3416885564184559	0.47396383509389667
0.6	0.3897676826794629	0.3278636205092431	0.4532924633456229
0.61	0.3916445852636735	0.32710280373831774	0.4541923216226005
0.62	0.399398634962352	0.3365830539821986	0.46278535017730493
0.63	0.4085647002700514	0.34635878630623	0.47393426639020536
0.64	0.40526907735298484	0.33695366132723115	0.4706110941786041
0.65	0.4053564255834332	0.33773837070134843	0.47569554848966616
0.66	0.40274079879605085	0.33120738636363634	0.4772974308300395
0.67	0.4180206147476642	0.3431952662721893	0.49148051948051946
0.68	0.4485506178163207	0.37036435786435784	0.5290331957989498
0.69	0.4730683883911602	0.3912619988706945	0.5503139717425432
0.7	0.5199018050773512	0.43603355816010614	0.6030850129057059
0.71	0.5186301881535628	0.4251919291338583	0.6091017316017316
0.72	0.51720620243015	0.43063817450030695	0.6046664626682986
0.73	0.5190352905775871	0.4259213421342134	0.6074857980575408
0.74	0.5209150425310825	0.4242245989304813	0.6132182675814751
0.75	0.5055754223328364	0.4038109756097561	0.6020435593592276
0.76	0.523298693688175	0.42220883534136544	0.6282142857142857
0.77	0.5432942077398373	0.43373493975903615	0.6486486486486487
0.78	0.5519764840910729	0.4473684210526316	0.6588235294117647
0.79	0.5802985525113121	0.474989406779661	0.6901667357083678
0.8	0.6237982772199419	0.5142757936507936	0.7313432835820896
0.81	0.635103063614906	0.525	0.7416051364365971
0.82	0.6528042313947294	0.5394196779261587	0.7671232876712328
0.83	0.6375739871470323	0.5189436927106067	0.7567664092664093
0.84	0.6931970944870639	0.5846153846153846	0.8115942028985508
0.85	0.684149508494884	0.5833069620253165	0.7955006142506141
0.86	0.6945417381219268	0.5789268092105263	0.8095443349753695
0.87	0.6963460594007991	0.5817888563049853	0.8153846153846154
0.88	0.7222193018666936	0.6034355983772819	0.8333904109589041
0.89	0.7243102681338146	0.603448275862069	0.8378596338273757
0.9	0.7247926191318166	0.5882033248081842	0.8431372549019608
0.91	0.7366687021308719	0.590810276679842	0.8611742424242425
0.92	0.783262358747666	0.6341463414634146	0.9117647058823529
0.93	0.8367338315733146	0.6999418604651162	0.954594861660079
0.94	0.8524953329859454	0.7037037037037037	0.967741935483871
0.95	0.9549024487463578	0.8461538461538461	1.0
0.96	0.9480199109468075	0.8316176470588236	1.0
0.97	0.9333594930007594	0.7777777777777778	1.0
0.98	1.0	1.0	1.0
0.99	1.0	1.0	1.0
1.0	1.0	1.0	1.0
